Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,1.0,532.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
1,10004,0.0,1.0,533.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
2,20004,0.0,1.0,550.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
3,30000,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
4,40000,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
5,50004,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
6,60004,0.0,1.0,553.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
7,70000,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
8,80004,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
9,90004,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
10,100004,0.0,1.0,558.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
11,110000,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
12,120000,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
13,130004,0.0,1.0,561.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
14,140004,0.0,1.0,557.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
15,150000,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
16,160004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
17,170004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
18,180000,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
19,190004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
20,200004,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
21,210004,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
22,220004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
23,230004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
24,240000,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
25,250000,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
26,260004,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
27,270000,0.0,1.0,554.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
28,280004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
29,290004,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
30,300000,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
31,310004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
32,320004,0.0,1.0,556.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
33,330004,0.0,1.0,560.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
34,340000,0.0,1.0,557.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
35,350004,0.0,1.0,555.0,113.0,111.0,2100.0,0.0,1800.0,0.0,0.0,0.0
36,360000,0.0,1.0,554.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
37,370004,0.0,1.0,556.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
38,380004,0.0,1.0,555.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
39,390000,0.0,1.0,555.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
40,400004,0.0,1.0,554.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
41,410004,0.0,1.0,555.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
42,420004,0.0,1.0,570.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
43,430000,0.0,1.0,616.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
44,440004,0.0,1.0,565.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
45,450004,0.0,1.0,539.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
46,460000,0.0,1.0,533.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
47,470004,0.0,1.0,536.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
48,480004,0.0,1.0,553.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
49,490000,0.0,1.0,553.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
50,500000,0.0,1.0,555.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
51,510004,0.0,1.0,555.0,113.0,109.0,2100.0,0.0,1740.0,0.0,0.0,0.0
