Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,1.0,556.0,113.0,112.0,2054.0,0.0,1680.0,4294954388.0,0.0,0.0
1,9996,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
2,20000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
3,30000,0.0,1.0,565.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
4,40000,0.0,1.0,560.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
5,50000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
6,60000,0.0,1.0,556.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
7,69996,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
8,79996,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
9,90000,0.0,1.0,560.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
10,100000,0.0,1.0,559.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
11,109996,0.0,1.0,560.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
12,119996,0.0,1.0,602.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
13,130000,0.0,1.0,607.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
14,140000,0.0,1.0,551.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
15,149996,0.0,1.0,537.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
16,160000,0.0,1.0,545.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
17,170000,0.0,1.0,552.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
18,180000,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
19,190000,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
20,200000,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
21,209996,0.0,1.0,557.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
22,220000,0.0,1.0,556.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
23,230000,0.0,1.0,564.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
24,239996,0.0,1.0,560.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
25,250000,0.0,1.0,559.0,113.0,110.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
26,260000,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
27,270000,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
28,280000,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
29,289996,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
30,299996,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
31,310000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
32,319996,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
33,329996,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
34,340000,0.0,1.0,559.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
35,350000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
36,360000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
37,370000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
38,379996,0.0,1.0,559.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
39,390000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
40,400000,0.0,1.0,557.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
41,409996,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
42,420000,0.0,1.0,558.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
43,430008,0.0,1.0,565.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
44,439996,0.0,1.0,560.0,113.0,112.0,2055.0,0.0,1680.0,4294954388.0,0.0,0.0
45,450000,0.0,1.0,559.0,113.0,112.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
46,460000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
47,469996,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
48,480000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
49,490000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
50,500000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
51,510000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
52,520000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
53,530000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
54,540000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
55,550000,0.0,1.0,557.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
56,560000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
57,569996,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
58,580000,0.0,1.0,608.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
59,590000,0.0,1.0,589.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
60,600000,0.0,1.0,547.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
61,610000,0.0,1.0,535.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
62,620000,0.0,1.0,544.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
63,629996,0.0,1.0,559.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
64,640000,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
65,649996,0.0,1.0,558.0,113.0,108.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
66,660000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
67,670000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
68,680000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
69,690000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
70,700000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
71,710000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
72,720000,0.0,1.0,559.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
73,729996,0.0,1.0,559.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
74,740000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
75,750000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
76,760000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
77,769996,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
78,780000,0.0,1.0,557.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
79,790000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
80,799996,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
81,809996,0.0,1.0,559.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
82,820000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
83,829996,0.0,1.0,564.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
84,839996,0.0,1.0,560.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
85,850000,0.0,1.0,558.0,113.0,109.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
86,859996,0.0,1.0,559.0,113.0,111.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
87,870000,0.0,1.0,558.0,113.0,111.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
88,880000,0.0,1.0,558.0,113.0,111.0,2056.0,0.0,1680.0,4294954388.0,0.0,0.0
89,890000,0.0,1.0,559.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
90,900000,0.0,1.0,558.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
91,909996,0.0,1.0,559.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
92,920000,0.0,1.0,559.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
93,930000,0.0,1.0,559.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
94,940000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
95,949996,0.0,1.0,559.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
96,960000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
97,970000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
98,980000,0.0,1.0,561.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
99,990000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
100,999996,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
101,1010000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
102,1020000,0.0,1.0,560.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
103,1029996,0.0,1.0,569.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
104,1040000,0.0,1.0,618.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
105,1050000,0.0,1.0,581.0,113.0,111.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
106,1060000,0.0,1.0,548.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
107,1069996,0.0,1.0,542.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
108,1080000,0.0,1.0,542.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
109,1090000,0.0,1.0,562.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
110,1099996,0.0,1.0,567.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
111,1110000,0.0,1.0,569.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
112,1119996,0.0,1.0,570.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
113,1130000,0.0,1.0,571.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
114,1140000,0.0,1.0,571.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
115,1150000,0.0,1.0,571.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
116,1159996,0.0,1.0,572.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
117,1170000,0.0,1.0,573.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
118,1180000,0.0,1.0,574.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
119,1189996,0.0,1.0,575.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
120,1200000,0.0,1.0,575.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
121,1210000,0.0,0.0,576.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
122,1219996,0.0,0.0,577.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
123,1230000,0.0,0.0,583.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
124,1240000,0.0,0.0,581.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
125,1249996,0.0,0.0,580.0,113.0,109.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
126,1260000,0.0,0.0,580.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
127,1269996,0.0,0.0,580.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
128,1279996,0.0,0.0,582.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
129,1290000,0.0,0.0,582.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
130,1300000,0.0,0.0,582.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
131,1310000,0.0,0.0,583.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
132,1320000,0.0,0.0,584.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
133,1330000,0.0,0.0,584.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
134,1339996,0.0,0.0,585.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
135,1350000,0.0,0.0,585.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
136,1360000,0.0,0.0,585.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
137,1370000,0.0,0.0,585.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
138,1379996,0.0,0.0,586.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
139,1390000,0.0,0.0,586.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
140,1400000,0.0,0.0,586.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
141,1409996,0.0,0.0,588.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
142,1420000,0.0,0.0,588.0,113.0,147.0,2057.0,0.0,1680.0,4294954388.0,0.0,0.0
143,1430000,0.0,0.0,598.0,113.0,147.0,2058.0,0.0,1680.0,4294954388.0,0.0,0.0
144,1440000,0.0,0.0,598.0,113.0,147.0,2058.0,0.0,1680.0,4294954388.0,0.0,0.0
