Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
1,9996,0.0,1.0,549.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
2,20000,0.0,1.0,546.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
3,30000,0.0,1.0,555.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
4,39996,0.0,1.0,563.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
5,50000,0.0,1.0,564.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
6,60000,0.0,1.0,565.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
7,69996,0.0,1.0,571.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
8,80000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
9,90000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
10,100000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
11,109996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
12,120000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
13,130000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
14,139996,0.0,1.0,565.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
15,150000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
16,160000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
17,169996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
18,180000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
19,189996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
20,199996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
21,210000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
22,219996,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
23,229996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
24,240000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
25,250000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
26,259996,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
27,270000,0.0,1.0,572.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
28,280000,0.0,1.0,569.0,113.0,112.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
29,290000,0.0,1.0,567.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
30,300000,0.0,1.0,567.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
31,309996,0.0,1.0,569.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
32,320000,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
33,330000,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
34,339996,0.0,1.0,567.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
35,350000,0.0,1.0,567.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
36,360000,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
37,369996,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
38,380000,0.0,1.0,567.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
39,390000,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
40,399996,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
41,409996,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
42,420000,0.0,1.0,566.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
43,430000,0.0,1.0,565.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
44,439996,0.0,1.0,604.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
45,450000,0.0,1.0,633.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
46,459996,0.0,1.0,562.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
47,470000,0.0,1.0,554.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
48,480000,0.0,1.0,550.0,113.0,110.0,2143.0,0.0,1860.0,4294955988.0,0.0,0.0
49,490000,0.0,1.0,558.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
50,499996,0.0,1.0,563.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
51,510000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
52,520000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
53,530000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
54,540000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
55,550000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
56,559996,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
57,569996,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
58,579996,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
59,590000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
60,600000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
61,609996,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
62,620000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
63,630000,0.0,1.0,566.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
64,640000,0.0,1.0,567.0,113.0,112.0,2143.0,0.0,1920.0,4294955988.0,0.0,0.0
