Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,1.0,565.0,114.0,111.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
1,10000,0.0,1.0,566.0,114.0,111.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
2,20000,0.0,1.0,568.0,114.0,111.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
3,29996,0.0,1.0,567.0,114.0,111.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
4,40000,0.0,1.0,574.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
5,50000,0.0,1.0,568.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
6,59996,0.0,1.0,567.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
7,69996,0.0,1.0,566.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
8,80000,0.0,1.0,566.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
9,90000,0.0,1.0,566.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
10,100000,0.0,1.0,612.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
11,110000,0.0,1.0,614.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
12,120000,0.0,1.0,559.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
13,130000,0.0,1.0,546.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
14,140000,0.0,1.0,554.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
15,150000,0.0,1.0,561.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
16,159996,0.0,1.0,566.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
17,170000,0.0,1.0,567.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
18,179996,0.0,1.0,566.0,114.0,113.0,1930.0,0.0,900.0,4294953388.0,0.0,0.0
19,189996,0.0,1.0,567.0,114.0,113.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
20,200000,0.0,1.0,567.0,114.0,113.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
21,210000,0.0,1.0,566.0,114.0,113.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
22,219996,0.0,1.0,567.0,114.0,113.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
23,229996,0.0,1.0,568.0,114.0,113.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
24,240000,0.0,1.0,574.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
25,250000,0.0,1.0,569.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
26,259996,0.0,1.0,568.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
27,270000,0.0,1.0,568.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
28,280000,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
29,289996,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
30,300000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
31,310000,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
32,320000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
33,329996,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
34,340000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
35,350000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
36,360000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
37,370000,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
38,380000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
39,390000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
40,400000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
41,409996,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
42,420000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
43,429996,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,900.0,4294953388.0,0.0,0.0
44,439996,0.0,1.0,574.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
45,450000,0.0,1.0,569.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
46,459996,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
47,470000,0.0,1.0,568.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
48,480000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
49,490000,0.0,1.0,566.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
50,500000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
51,510000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
52,520000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
53,529996,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
54,540000,0.0,1.0,568.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
55,550000,0.0,1.0,567.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
56,559996,0.0,1.0,618.0,114.0,110.0,1931.0,0.0,840.0,4294953388.0,0.0,0.0
57,570000,0.0,1.0,597.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
58,580000,0.0,1.0,555.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
59,589996,0.0,1.0,544.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
60,600000,0.0,1.0,553.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
61,610000,0.0,1.0,560.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
62,620000,0.0,1.0,566.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
63,630000,0.0,1.0,566.0,114.0,110.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
64,639996,0.0,1.0,574.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
65,650000,0.0,1.0,568.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
66,660000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
67,670000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
68,680000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
69,690000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
70,700000,0.0,1.0,566.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
71,710000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
72,720000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
73,730000,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
74,739996,0.0,1.0,567.0,114.0,109.0,1932.0,0.0,840.0,4294953388.0,0.0,0.0
