Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,1.0,554.0,114.0,109.0,1957.0,0.0,1860.0,4294953788.0,0.0,0.0
1,10008,0.0,1.0,554.0,114.0,109.0,1957.0,0.0,1860.0,4294953788.0,0.0,0.0
2,20004,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
3,30000,0.0,1.0,562.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
4,40000,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
5,50004,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
6,60004,0.0,1.0,555.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
7,70000,0.0,1.0,554.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
8,80004,0.0,1.0,555.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
9,90004,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
10,100004,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
11,110000,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
12,120000,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
13,130004,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
14,140004,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
15,150000,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
16,160004,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
17,170004,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
18,180000,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
19,190004,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
20,200000,0.0,1.0,556.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
21,210000,0.0,1.0,557.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
22,220004,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
23,230000,0.0,1.0,564.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
24,240000,0.0,1.0,558.0,114.0,112.0,1957.0,0.0,1800.0,4294953788.0,0.0,0.0
