Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,1.0,1.0,648.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
1,9996,1.0,1.0,645.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
2,20000,1.0,1.0,643.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
3,30000,1.0,1.0,857.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
4,40000,1.0,1.0,913.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
5,49996,1.0,1.0,927.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
6,60000,1.0,1.0,933.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
7,70000,1.0,1.0,836.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
8,79996,1.0,1.0,725.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
9,89996,1.0,1.0,652.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
10,100000,1.0,1.0,632.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
11,110000,1.0,1.0,641.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
12,119996,1.0,1.0,640.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
13,130000,1.0,1.0,857.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
14,140000,1.0,1.0,915.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
15,150000,1.0,1.0,930.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
16,160000,1.0,1.0,935.0,122.0,247.0,2514.0,0.0,1560.0,0.0,0.0,0.0
17,170000,1.0,1.0,804.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
18,179996,1.0,1.0,687.0,122.0,247.0,2514.0,0.0,1500.0,0.0,0.0,0.0
