Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,1.0,1.0,818.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
1,10004,1.0,1.0,688.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
2,20004,1.0,1.0,656.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
3,30004,1.0,1.0,648.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
4,40000,1.0,1.0,652.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
5,50004,1.0,1.0,645.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
6,60004,1.0,1.0,896.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
7,70000,1.0,1.0,958.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
8,80004,1.0,1.0,975.0,122.0,248.0,2527.0,0.0,1740.0,0.0,0.0,0.0
9,90004,1.0,1.0,981.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
10,100004,1.0,1.0,826.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
11,110000,1.0,1.0,690.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
12,120004,1.0,1.0,658.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
13,130004,1.0,1.0,650.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
14,140000,1.0,1.0,648.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
15,150000,1.0,1.0,663.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
16,160004,1.0,1.0,907.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
17,170004,1.0,1.0,963.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
18,180004,1.0,1.0,975.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
19,190004,1.0,1.0,981.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
20,200004,1.0,1.0,804.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
21,210000,1.0,1.0,684.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
22,220004,1.0,1.0,657.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
23,230004,1.0,1.0,650.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
24,240004,1.0,1.0,654.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
25,250004,1.0,1.0,659.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
26,260004,1.0,1.0,905.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
27,270000,1.0,1.0,964.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
28,280000,1.0,1.0,1026.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
29,290008,1.0,1.0,1026.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
30,300000,1.0,0.0,818.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
31,310000,1.0,0.0,693.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
32,320004,1.0,0.0,676.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
33,330004,1.0,0.0,678.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
34,340000,1.0,0.0,683.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
35,350000,1.0,0.0,696.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
36,360004,1.0,0.0,955.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
37,370004,1.0,0.0,1027.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
38,380000,1.0,0.0,1058.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
39,390004,1.0,0.0,1084.0,122.0,248.0,2526.0,0.0,1740.0,0.0,0.0,0.0
