Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,0,0.0,0.0,571.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
1,10000,0.0,0.0,511.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
2,20000,0.0,0.0,490.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
3,30000,0.0,0.0,487.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
4,40000,0.0,0.0,503.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
5,50000,0.0,0.0,504.0,115.0,28.0,909.0,0.0,1499.0,0.0,0.0,0.0
6,59996,0.0,0.0,507.0,115.0,28.0,910.0,0.0,1499.0,0.0,0.0,0.0
7,70000,0.0,0.0,507.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
8,80000,0.0,0.0,506.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
9,90000,0.0,0.0,506.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
10,100000,0.0,0.0,506.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
11,109996,0.0,0.0,505.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
12,120000,0.0,0.0,506.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
13,130000,0.0,0.0,505.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
14,139996,0.0,0.0,504.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
15,150000,0.0,0.0,505.0,115.0,29.0,910.0,0.0,1499.0,0.0,0.0,0.0
16,160000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
17,169996,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
18,180000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
19,190000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
20,200008,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
21,209996,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
22,220000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
23,230000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
24,240000,0.0,0.0,513.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
25,250000,0.0,0.0,507.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
26,260000,0.0,0.0,506.0,115.0,29.0,911.0,0.0,1499.0,0.0,0.0,0.0
27,269996,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
28,280000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
29,290000,0.0,0.0,507.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
30,299996,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
31,310000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
32,320000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
33,330000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
34,339996,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
35,350000,0.0,0.0,507.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
36,359996,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
37,370000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
38,380000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
39,390000,0.0,0.0,505.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
40,400000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
41,410000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
42,419996,0.0,0.0,507.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
43,430000,0.0,0.0,506.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
44,440000,0.0,0.0,512.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
45,450000,0.0,0.0,543.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
46,460000,0.0,0.0,568.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
47,469996,0.0,0.0,501.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
48,480000,0.0,0.0,487.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
49,490000,0.0,0.0,490.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
50,500000,0.0,0.0,498.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
51,510000,0.0,0.0,503.0,115.0,27.0,911.0,0.0,1499.0,0.0,0.0,0.0
52,520000,0.0,0.0,505.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
53,530000,0.0,0.0,506.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
54,540000,0.0,0.0,508.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
55,549996,0.0,0.0,507.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
56,559996,0.0,0.0,506.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
57,570000,0.0,0.0,506.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
58,580000,0.0,0.0,506.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
59,589996,0.0,0.0,505.0,115.0,27.0,910.0,0.0,1499.0,0.0,0.0,0.0
60,600000,0.0,0.0,506.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
61,610000,0.0,0.0,507.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
62,620000,0.0,0.0,507.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
63,630000,0.0,0.0,506.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
64,640000,0.0,0.0,513.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
65,649996,0.0,0.0,506.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
66,659996,0.0,0.0,507.0,115.0,27.0,909.0,0.0,1499.0,0.0,0.0,0.0
67,670000,0.0,0.0,507.0,115.0,24.0,909.0,0.0,1499.0,0.0,0.0,0.0
68,680000,0.0,0.0,508.0,115.0,24.0,908.0,0.0,1499.0,0.0,0.0,0.0
69,689996,0.0,0.0,507.0,115.0,24.0,908.0,0.0,1499.0,0.0,0.0,0.0
70,700000,0.0,0.0,506.0,115.0,24.0,908.0,0.0,1499.0,0.0,0.0,0.0
