Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),gear (),brake (),gas (),bat (),temp (),fuel (),vel (),rpm (),odometer (),lat (),lon ()
0,1628277712449,1.0,0.0,0.0,0.0,23.0,613.0,1388.0,1442.0,0.0,0.0,0.0
1,1628277712473,1.0,0.0,0.0,0.0,23.25,615.0,1386.0,1440.0,0.0,0.0,0.0
2,1628277712570,1.0,0.0,0.0,0.0,23.25,616.0,1386.0,1441.0,0.0,0.0,0.0
3,1628277712683,1.0,0.0,0.0,0.0,23.0,617.0,1388.0,1442.0,0.0,0.0,0.0
4,1628277712780,1.0,0.0,0.0,0.0,23.0,618.0,1388.0,1442.0,0.0,0.0,0.0
5,1628277712874,1.0,0.0,0.0,0.0,22.75,618.0,1385.0,1438.0,0.0,0.0,0.0
6,1628277712987,1.0,0.0,0.0,0.0,22.75,619.0,1384.0,1437.0,0.0,0.0,0.0
7,1628277713083,1.0,0.0,0.0,0.0,23.0,620.0,1382.0,1435.0,0.0,0.0,0.0
8,1628277713194,1.0,0.0,0.0,0.0,23.0,620.0,1380.0,1434.0,0.0,0.0,0.0
9,1628277713289,1.0,0.0,0.0,0.0,22.75,621.0,1380.0,1432.0,0.0,0.0,0.0
10,1628277713387,1.0,0.0,0.0,0.0,22.75,621.0,1381.0,1434.0,0.0,0.0,0.0
11,1628277713498,1.0,0.0,0.0,0.0,23.25,621.0,1381.0,1434.0,0.0,0.0,0.0
12,1628277713594,1.0,0.0,0.0,0.0,23.25,621.0,1381.0,1434.0,0.0,0.0,0.0
13,1628277713689,1.0,0.0,0.0,0.0,23.25,622.0,1381.0,1434.0,0.0,0.0,0.0
14,1628277713801,1.0,0.0,0.0,0.0,23.25,621.0,1382.0,1434.0,0.0,0.0,0.0
15,1628277713898,1.0,0.0,0.0,0.0,23.0,621.0,1380.0,1431.0,0.0,0.0,0.0
16,1628277714010,1.0,0.0,0.0,0.0,23.0,621.0,1377.0,1429.0,0.0,0.0,0.0
17,1628277714106,1.0,0.0,0.0,0.0,23.25,622.0,1375.0,1428.0,0.0,0.0,0.0
18,1628277714201,1.0,0.0,0.0,0.0,23.25,622.0,1375.0,1427.0,0.0,0.0,0.0
19,1628277714314,1.0,0.0,0.0,0.0,23.5,622.0,1376.0,1426.0,0.0,0.0,0.0
20,1628277714409,1.0,0.0,0.0,0.0,23.5,622.0,1376.0,1427.0,0.0,0.0,0.0
21,1628277714506,1.0,0.0,0.0,0.0,23.0,622.0,1376.0,1427.0,0.0,0.0,0.0
22,1628277714618,1.0,0.0,0.0,0.0,23.0,622.0,1376.0,1426.0,0.0,0.0,0.0
23,1628277714713,1.0,0.0,0.0,0.0,23.0,622.0,1375.0,1426.0,0.0,0.0,0.0
24,1628277714826,1.0,0.0,0.0,0.0,23.0,623.0,1375.0,1426.0,0.0,0.0,0.0
25,1628277714921,1.0,0.0,0.0,0.0,23.0,623.0,1376.0,1428.0,0.0,0.0,0.0
26,1628277715017,1.0,0.0,0.0,0.0,23.25,623.0,1376.0,1427.0,0.0,0.0,0.0
27,1628277715129,1.0,0.0,0.0,0.0,23.25,622.0,1376.0,1427.0,0.0,0.0,0.0
28,1628277715227,1.0,0.0,0.0,0.0,22.75,623.0,1374.0,1425.0,0.0,0.0,0.0
29,1628277715322,1.0,0.0,0.0,0.0,22.75,623.0,1373.0,1426.0,0.0,0.0,0.0
30,1628277715432,1.0,0.0,0.0,0.0,23.25,622.0,1374.0,1425.0,0.0,0.0,0.0
31,1628277715530,1.0,0.0,0.0,0.0,23.25,622.0,1373.0,1425.0,0.0,0.0,0.0
32,1628277715641,1.0,0.0,0.0,0.0,23.25,622.0,1372.0,1421.0,0.0,0.0,0.0
33,1628277715738,1.0,0.0,0.0,0.0,23.25,623.0,1373.0,1424.0,0.0,0.0,0.0
34,1628277715832,1.0,0.0,0.0,0.0,23.25,622.0,1373.0,1424.0,0.0,0.0,0.0
35,1628277715944,1.0,0.0,0.0,0.0,23.25,622.0,1375.0,1426.0,0.0,0.0,0.0
36,1628277716041,1.0,0.0,0.0,0.0,23.25,623.0,1375.0,1427.0,0.0,0.0,0.0
37,1628277716138,1.0,0.0,0.0,0.0,23.25,622.0,1375.0,1427.0,0.0,0.0,0.0
